sub	session	condition	accuracy	RT
sub-5460	7	S_L	0.7916666666666666	1.5055
sub-5460	7	S_U	0.75	1.7149
sub-5460	9	S_C	1.0	1.123875
sub-5460	9	S_H	0.7916666666666667	1.1989583333333333
sub-5460	9	S_L	0.75	1.3588888888888888
sub-5460	9	S_U	0.625	1.5671464646464646
sub-5476	7	S_C	0.9166666666666666	2.21175
sub-5476	7	S_H	1.0	1.3509583333333335
sub-5476	7	S_L	0.7916666666666666	1.254590909090909
sub-5476	7	S_U	0.6666666666666667	1.700768181818182
sub-5476	9	S_C	1.0	2.1102499999999997
sub-5476	9	S_H	1.0	1.06125
sub-5476	9	S_L	0.9166666666666667	1.1444583333333334
sub-5476	9	S_U	0.7916666666666666	1.4655
